Date,Close,High,Low,Open,Volume
2022-01-03,194.94000244140625,196.0,189.9499969482422,191.41000366210938,12788200
2022-01-04,191.13999938964844,196.10000610351562,188.19000244140625,196.0,14198000
2022-01-05,187.16000366210938,194.25,187.14999389648438,189.86500549316406,13227600
2022-01-06,192.27000427246094,195.0,185.07000732421875,185.52000427246094,14206300
2022-01-07,187.60000610351562,193.125,186.3000030517578,190.02000427246094,12627300
2022-01-10,182.9499969482422,185.75,177.39999389648438,185.75,14701600
2022-01-11,191.52000427246094,192.85000610351562,182.6199951171875,182.99000549316406,12867700
2022-01-12,187.1999969482422,191.4499969482422,185.27999877929688,189.6999969482422,13588800
2022-01-13,181.00999450683594,190.83999633789062,180.35000610351562,187.77999877929688,12779900
2022-01-14,178.4199981689453,182.0,175.39999389648438,179.14999389648438,14374400
2022-01-18,174.4600067138672,179.67999267578125,174.0,176.9600067138672,12721300
2022-01-19,173.5500030517578,177.27999877929688,172.60000610351562,174.35000610351562,13715700
2022-01-20,173.27999877929688,179.8800048828125,173.0399932861328,175.00999450683594,13992500
2022-01-21,163.5399932861328,172.9600067138672,163.3000030517578,171.8000030517578,20051000
2022-01-24,162.1699981689453,162.447998046875,152.0800018310547,156.11000061035156,23632200
2022-01-25,158.1999969482422,160.91000366210938,155.27000427246094,159.8000030517578,13268100
2022-01-26,156.97999572753906,165.3300018310547,155.49000549316406,162.08999633789062,15966500
2022-01-27,158.11000061035156,162.5500030517578,156.5399932861328,159.4320068359375,12657000
2022-01-28,163.52000427246094,163.63999938964844,156.7899932861328,158.3699951171875,9861700
2022-01-31,171.94000244140625,172.16000366210938,163.22000122070312,164.44000244140625,14260000
2022-02-01,175.8000030517578,176.1999969482422,170.52999877929688,172.77000427246094,23286900
2022-02-02,132.57000732421875,139.89999389648438,129.00999450683594,139.88999938964844,136264000
2022-02-03,124.30000305175781,131.4499969482422,123.8499984741211,129.9499969482422,52101200
2022-02-04,126.08000183105469,126.69999694824219,121.4000015258789,124.38999938964844,33103500
2022-02-07,121.41000366210938,129.4199981689453,120.5,126.58000183105469,30384500
2022-02-08,120.26000213623047,123.33000183105469,118.55000305175781,121.0199966430664,30862700
2022-02-09,122.94000244140625,123.97200012207031,119.80999755859375,122.20999908447266,29475600
2022-02-10,119.0199966430664,125.27999877929688,118.4800033569336,121.54000091552734,30012600
2022-02-11,115.29000091552734,120.88999938964844,114.7300033569336,119.6500015258789,24624900
2022-02-14,114.12000274658203,116.62999725341797,113.0,113.62000274658203,22787000
2022-02-15,115.45999908447266,116.4000015258789,114.01000213623047,115.41500091552734,19007600
2022-02-16,110.54000091552734,114.79000091552734,110.37999725341797,114.69999694824219,28938700
2022-02-17,105.19999694824219,111.41000366210938,104.98999786376953,109.98999786376953,33972200
2022-02-18,103.6500015258789,106.74099731445312,103.02999877929688,106.0,28157400
2022-02-22,103.16999816894531,105.08000183105469,101.70999908447266,102.1500015258789,28422200
2022-02-23,100.72000122070312,105.55000305175781,100.59500122070312,105.0199966430664,25263600
2022-02-24,105.0199966430664,105.26000213623047,94.5,94.73999786376953,35400600
2022-02-25,110.94000244140625,111.0999984741211,104.52999877929688,106.1500015258789,33806900
2022-02-28,111.93000030517578,113.53500366210938,108.93000030517578,110.30999755859375,25719300
2022-03-01,106.51000213623047,112.75,105.56099700927734,112.7300033569336,19597700
2022-03-02,106.61000061035156,107.2300033569336,103.69000244140625,105.61000061035156,17023500
2022-03-03,101.33999633789062,107.75,100.86000061035156,107.66000366210938,20330800
2022-03-04,99.91000366210938,102.38999938964844,98.62000274658203,100.23999786376953,20151600
2022-03-07,93.61000061035156,100.33000183105469,93.5,99.56999969482422,26529900
2022-03-08,94.9000015258789,98.5999984741211,92.25,93.04000091552734,25130900
2022-03-09,100.22000122070312,100.7300033569336,97.29000091552734,98.12000274658203,20811300
2022-03-10,98.55000305175781,99.31999969482422,96.4000015258789,99.05000305175781,14703200
2022-03-11,96.56999969482422,99.81999969482422,95.5199966430664,99.75,15141700
2022-03-14,96.87000274658203,100.63999938964844,94.62999725341797,96.04499816894531,20988900
2022-03-15,100.45999908447266,100.56999969482422,96.05000305175781,98.67500305175781,18032900
2022-03-16,107.91999816894531,107.94000244140625,101.88999938964844,102.37999725341797,24840500
2022-03-17,112.16000366210938,112.18000030517578,106.47000122070312,106.55999755859375,21950800
2022-03-18,118.7699966430664,119.37999725341797,110.2300033569336,111.52999877929688,31997800
2022-03-21,114.6500015258789,117.5,112.5,117.22000122070312,19888900
2022-03-22,117.87000274658203,119.3499984741211,114.6500015258789,114.6500015258789,16746100
2022-03-23,114.6500015258789,117.36000061035156,114.08999633789062,115.52999877929688,14430600
2022-03-24,116.05000305175781,116.19000244140625,113.31999969482422,115.81999969482422,13546700
2022-03-25,113.76000213623047,116.19000244140625,112.08999633789062,116.04000091552734,12371500
2022-03-28,116.16999816894531,117.0999984741211,112.36000061035156,114.0,13868000
2022-03-29,121.18000030517578,121.55000305175781,116.97000122070312,118.6500015258789,15918400
2022-03-30,118.48999786376953,122.80999755859375,118.02999877929688,122.32499694824219,16513300
2022-03-31,115.6500015258789,118.88999938964844,115.58999633789062,118.1050033569336,13928300
2022-04-01,116.66999816894531,118.23999786376953,115.04000091552734,116.0,11037800
2022-04-04,121.86000061035156,122.31999969482422,116.87999725341797,117.05999755859375,15266400
2022-04-05,117.6500015258789,122.91799926757812,117.2030029296875,122.83000183105469,12778700
2022-04-06,112.48999786376953,115.5199966430664,110.86000061035156,115.26000213623047,16288900
2022-04-07,113.04000091552734,114.33999633789062,110.0999984741211,111.5199966430664,12471300
2022-04-08,111.20999908447266,113.23999786376953,110.25,112.26000213623047,10521800
2022-04-11,109.80999755859375,111.3949966430664,108.44000244140625,109.75,10706600
2022-04-12,108.25,112.73999786376953,107.75,111.63999938964844,12493600
2022-04-13,105.16999816894531,105.94999694824219,102.29000091552734,102.58999633789062,26481900
2022-04-14,102.30999755859375,105.69999694824219,102.05999755859375,105.08000183105469,16125800
2022-04-18,100.58000183105469,103.0,99.13500213623047,102.05000305175781,15342400
2022-04-19,103.66000366210938,104.86000061035156,99.91000366210938,100.0,12768100
2022-04-20,94.9000015258789,101.94999694824219,94.43000030517578,101.94999694824219,26487000
2022-04-21,89.4000015258789,97.61000061035156,88.80999755859375,96.13500213623047,27204100
2022-04-22,86.02999877929688,90.25,85.9800033569336,89.29499816894531,21053000
2022-04-25,87.77999877929688,87.93000030517578,84.41999816894531,85.32499694824219,15683400
2022-04-26,83.69999694824219,86.86499786376953,83.56999969482422,86.7699966430664,17205300
2022-04-27,82.61000061035156,86.6050033569336,82.12000274658203,83.56999969482422,24669800
2022-04-28,92.08999633789062,93.18000030517578,84.37000274658203,85.05999755859375,42836600
2022-04-29,87.93000030517578,94.51000213623047,87.75,91.0,24872400
2022-05-02,91.52999877929688,92.48999786376953,86.81999969482422,87.55000305175781,21340500
2022-05-03,90.70999908447266,92.25,90.04000091552734,91.4800033569336,15227600
2022-05-04,92.72000122070312,92.8499984741211,87.12000274658203,90.25,15850600
